
R,1,3000,3000,3000,0,3000,0
R,2,3000,3000,3000,9000,3000,0

R,3,3000,3000,3000,0,3000,3000
R,4,3000,3000,3000,9000,3000,3000

R,5,3000,3000,3000,0,3000,6000
R,6,3000,3000,3000,3000,3000,6000
R,7,3000,3000,3000,6000,3000,6000
R,8,3000,3000,3000,9000,3000,6000


R,9,3000,3000,3000,0,3000,9000
R,10,3000,3000,3000,3000,3000,9000
R,11,3000,3000,3000,6000,3000,9000
R,12,3000,3000,3000,9000,3000,9000

R,13,3000,3000,3000,0,0,0
R,14,3000,3000,3000,9000,0,0

R,15,3000,3000,3000,0,0,3000
R,16,3000,3000,3000,9000,0,3000

R,17,3000,3000,3000,0,0,6000
R,18,3000,3000,3000,3000,0,6000
R,19,3000,3000,3000,6000,0,6000
R,20,3000,3000,3000,9000,0,6000


R,21,3000,3000,3000,0,0,9000
R,22,3000,3000,3000,3000,0,9000
R,23,3000,3000,3000,6000,0,9000
R,24,3000,3000,3000,9000,0,9000



