Question,User Answer,User Explanation,,,,,,,,,,
Total compliance in the unzoned design:,26774198.74,,,,,,,,,,,
Structural volume in the unzoned design:,396.9,,,,,,,,,,,
Total compliance in zoned design 1:,40246297.71,,,,,,,,,,,
Total compliance in zoned design 2:,45403851.64,,,,,,,,,,,
Total compliance in zoned design 3:,45441614.75,,,,,,,,,,,
Total compliance in zoned design 4:,59723551.63,,,,,,,,,,,
Total compliance in zoned design 5:,60077259.86,,,,,,,,,,,
Structural volume in zoned design 1:,329.4,,,,,,,,,,,
Structural volume in zoned design 2:,372.6,,,,,,,,,,,
Structural volume in zoned design 3:,372.6,,,,,,,,,,,
Structural volume in zoned design 4:,361.8,,,,,,,,,,,
Structural volume in zoned design 5:,361.8,,,,,,,,,,,
Step 2: Pick one zoned design you would like to continue with and explain why.,,5,,,,,,,,,,
Total compliance in the unzoned design:,26774198.74,,,,,,,,,,,
Structural volume in the unzoned design:,396.9,,,,,,,,,,,
Total compliance in zoned design 1:,40246297.71,,,,,,,,,,,
Total compliance in zoned design 2:,45403851.64,,,,,,,,,,,
Total compliance in zoned design 3:,45441614.75,,,,,,,,,,,
Total compliance in zoned design 4:,59723551.63,,,,,,,,,,,
Total compliance in zoned design 5:,60077259.86,,,,,,,,,,,
Structural volume in zoned design 1:,329.4,,,,,,,,,,,
Structural volume in zoned design 2:,372.6,,,,,,,,,,,
Structural volume in zoned design 3:,372.6,,,,,,,,,,,
Structural volume in zoned design 4:,361.8,,,,,,,,,,,
Structural volume in zoned design 5:,361.8,,,,,,,,,,,
Structural volume for design with minimal volume (1):,329.4,,,,,,,,,,,
Structural volume for design with maximal volume (2):,372.6,,,,,,,,,,,
Total compliance for design with minimal volume (1):,40246297.71,,,,,,,,,,,
Total compliance for design with maximal volume (2):,45403851.64,,,,,,,,,,,
Step 3: This time pick the one of which you think its structural design has the highest stiffness. Explain your reasoning.,,3,,,,,,,,,,
Step 4: Pick one to continue with. Structural volume and compliance are given. Explain your reasoning.,,1,,,,,,,,,,
Step 6: Pick one to continue with out of the two most diverse zoned designs. Explain your reasoning.,,1,,,,,,,,,,
Step 7: This time pick again out of all zoned designs. Explain your reasoning.,,1,,,,,,,,,,
Step 8: Pick one to continue with based on expected SD performance. Explain your reasoning.,,1,,,,,,,,,,
Modification count:,0,,,,,,,,,,,
Added count:,0,,,,,,,,,,,
Deleted count:,0,,,,,,,,,,,
Moved count:,0,,,,,,,,,,,
Resized count:,0,,,,,,,,,,,
Space ID: 1,Size: ,6000,12000,3000,Location: ,0,0,0,,,,
Space ID: 2,Size: ,6000,12000,3000,Location: ,6000,0,0,,,,
Space ID: 3,Size: ,24000,12000,3000,Location: ,0,12000,0,,,,
Space ID: 4,Size: ,6000,6000,3000,Location: ,6000,0,3000,,,,
Space ID: 5,Size: ,6000,6000,3000,Location: ,6000,6000,3000,,,,
Space ID: 6,Size: ,6000,12000,3000,Location: ,0,0,3000,,,,
Space ID: 7,Size: ,12000,12000,3000,Location: ,12000,0,0,,,,
Space ID: 8,Size: ,12000,12000,3000,Location: ,12000,0,3000,,,,
Space ID: 9,Size: ,12000,12000,3000,Location: ,12000,12000,3000,,,,
Space ID: 10,Size: ,12000,6000,3000,Location: ,12000,-6000,0,,,,
Zone 1 cuboids:,4,9,10,,,,,,,,,
Zone 2 cuboids:,5,6,7,8,9,10,15,16,17,,,
Zone 3 cuboids:,1,2,5,6,7,8,9,10,11,12,13,14
Zone 4 cuboids:,5,6,7,8,,,,,,,,
Zone 5 cuboids:,3,11,12,,,,,,,,,
Zone 6 cuboids:,1,2,11,12,13,14,,,,,,
Zone 7 cuboids:,15,16,17,,,,,,,,,
Zone 8 cuboids:,4,,,,,,,,,,,
Zone 9 cuboids:,1,2,13,14,,,,,,,,
Zone 10 cuboids:,3,,,,,,,,,,,
Design 0 zones:,3,7,8,10, ,,,,,,,
Design 0 zones:,1,7,4,5,9, ,,,,,,
Design 0 zones:,1,7,4,6,10, ,,,,,,
Design 0 zones:,2,5,8,9, ,,,,,,,
Design 0 zones:,2,6,8,10, ,,,,,,,
1. How much did you enjoy performing this assignment?,3,,,,,,,,,,,
1..,,It is interesting to see what AI does but I would have liked to make an actual structural design with it. ,,,,,,,,,,
2. How would you rate the level of ease in performing this assignment?,4,,,,,,,,,,,
2..,,The decisions were either based on preference or for the structural part based on given numbers so it was rather easy,,,,,,,,,,
3. How well do you think you performed the assignment?,3,,,,,,,,,,,
3..,,It is partially preference but for the structural part I think I did alright,,,,,,,,,,
4. Do you think it would have gone better without the AI tool?,No,,,,,,,,,,,
4..,,AI is much faster then I would have been and I would not have been able to generate as much options as AI did which would probably result in a result that is less good.,,,,,,,,,,
5. Do you think the AI tool itself can perform zoning better than you?,Yes,,,,,,,,,,,
5..,,I do think AI is better in this than me because I do not know that much about zoning. ,,,,,,,,,,
6. What criteria did you keep in mind while performing this assignment?,,Mostly structural,,,,,,,,,,
7.  Did you prefer choosing from the limited zoned design options or from all zoned design options?,All options,,,,,,,,,,,
7.  Did you prefer choosing from the limited zoned design options or from all zoned design options?,Limited options,,,,,,,,,,,
7..,,I am often quite indecisive so this made it more easy. However there might have been nicer options if all options were displayed,,,,,,,,,,
Total compliance in the unzoned design:,26774198.74,,,,,,,,,,,
Structural volume in the unzoned design:,396.9,,,,,,,,,,,
Total compliance in zoned design 1:,40246297.71,,,,,,,,,,,
Total compliance in zoned design 2:,45403851.64,,,,,,,,,,,
Total compliance in zoned design 3:,45441614.75,,,,,,,,,,,
Total compliance in zoned design 4:,59723551.63,,,,,,,,,,,
Total compliance in zoned design 5:,60077259.86,,,,,,,,,,,
Structural volume in zoned design 1:,329.4,,,,,,,,,,,
Structural volume in zoned design 2:,372.6,,,,,,,,,,,
