R,1,12000,21000,6000,0,0,0
R,2,6000,8000,6000,12000,0,0
R,3,6000,5000,18000,12000,8000,0
R,4,6000,8000,6000,12000,13000,0
R,5,21000,21000,6000,18000,0,0
R,6,6000,8000,6000,39000,0,0
R,7,6000,5000,18000,39000,8000,0
R,8,6000,8000,6000,39000,13000,0
R,9,12000,5000,6000,45000,0,0
R,10,12000,16000,6000,45000,5000,0

R,11,33000,8000,6000,12000,0,6000
R,12,21000,5000,6000,18000,8000,6000
R,13,33000,8000,6000,12000,13000,6000

R,14,33000,8000,6000,12000,0,12000
R,15,21000,5000,6000,18000,8000,12000
R,16,33000,8000,6000,12000,13000,12000
